Shape,Size,Texture,Color,Chalkness,AspectRatio,Perimeter,HueMean,SaturationMean,ChalkinessRatio,GLCM_Contrast,GLCM_Homogeneity,EdgeDensity,Label
216.0,7177197.0,45.083066419547684,46.88429416666667,130.94712829589844,0.45,16822.808880090714,0.5785813912036233,0.1827578559027524,0.009037222222220967,32.31854752640356,0.3236405293936456,0.01940333333333064,RC 160
189.0,7181479.0,41.55282927331349,39.43258134259259,130.30950927734375,0.45,15986.603696584702,0.603163840277694,0.21785043240014335,0.017145416666664286,15.641758615897722,0.3888826598608822,0.003845833333332799,RC 160
88.0,7188542.5,46.30661230136261,50.0119900462963,130.4877166748047,0.45,13362.250990629196,0.5844229668209064,0.33129873209630817,0.019702083333330598,27.527591856586987,0.32850644593900136,0.013315555555553705,RC 160
15.0,7192865.0,54.67331281078834,67.17840694444443,131.17279052734375,0.45,12024.617311477661,0.5853449097221408,0.27556351453989225,0.03566527777777282,45.700908282379096,0.26764131694585797,0.03171861111110671,RC 160
3.0,7194043.0,54.96692861246882,66.98982518518518,131.1737060546875,0.45,11669.254833221436,0.5707789120369577,0.3433904736327648,0.0356543055555506,48.51740188993886,0.2708244013631931,0.036733888888883785,RC 160
130.0,7182933.5,45.194978226140435,45.60593902777777,130.41497802734375,0.45,15364.758900642395,0.5991801604937439,0.30849546874995715,0.017686944444441986,22.44280947748749,0.34144856647775823,0.010535138888887425,RC 160
22.0,7192570.0,56.20605745477334,74.70576472222221,131.22525024414062,0.45,12287.435633301735,0.6261738472221352,0.171092553168379,0.050990138888881806,29.05047053918844,0.31379076264773365,0.02219458333333025,RC 160
1.0,7194201.0,56.57560961793879,73.97231342592592,131.21810913085938,0.45,11596.0,0.5728411165122661,0.2785828727213155,0.05200249999999278,34.26582504168982,0.30305159734908105,0.025097361111107625,RC 160
1.0,7193942.0,52.38073177038073,76.43105662037037,131.2308349609375,0.45,11695.740114331245,0.6040315231480643,0.20273157714840934,0.025582638888885335,36.4555126459144,0.2922873453359231,0.02727361111110732,RC 160
173.0,7175511.0,40.91523725708649,42.04043305555555,130.36415100097656,0.45,17183.34293091297,0.5903040787036217,0.16695122395831014,0.009388333333332029,16.77652793218455,0.3695534200396528,0.007178611111110114,RC 160
12.0,7192802.0,58.29546949988242,76.06310375,131.2329559326172,0.45,12310.548331260681,0.6053956558641134,0.15633772352428385,0.056133333333325534,31.1058813229572,0.30981798488255374,0.02340986111110786,RC 160
130.0,7185192.0,50.29969396369903,53.76406814814814,131.02816772460938,0.45,15002.183220863342,0.580126954475228,0.1752281890190729,0.04177361111110531,25.401193440800444,0.33641732527739776,0.012804027777775999,RC 160
106.0,7187450.0,60.08433803233769,65.11743787037037,131.1329803466797,0.45,13712.130274653435,0.5832406952159683,0.22466378363712156,0.061789999999991414,40.03448137854364,0.2892356756401979,0.02978152777777364,RC 160
197.0,7179444.0,49.05448061365299,46.82279856481481,130.9176025390625,0.45,16015.432123064995,0.5974584421295466,0.22594215711802418,0.02940194444444036,17.35636784324625,0.38056934294033573,0.005092083333332626,RC 160
148.0,7182223.0,44.65832322301224,38.66860171296295,129.78836059570312,0.45,14860.276586174965,0.5865691165122642,0.36247667263449823,0.007713888888887817,16.818651056142304,0.41233853248411423,0.006926388888887926,RC 160
103.0,7188194.5,58.11863721332464,67.63759537037036,131.17013549804688,0.45,13673.686624288559,0.580697129629549,0.162215604383658,0.06367597222221337,32.43580697609783,0.3081215499076864,0.02122666666666372,RC 160
111.0,7186458.5,47.526858381197655,41.443750277777774,130.3352813720703,0.45,14270.519226312637,0.5832690401233758,0.28835189236107106,0.011582777777776169,20.619520983879934,0.3858055385820082,0.013931527777775843,RC 160
45.0,7190574.5,45.356041026469796,46.715554722222215,130.44520568847656,0.45,13021.932230234146,0.5960392955246085,0.21325089084198426,0.014157499999998033,16.121323929961093,0.39103166555474267,0.007269444444443434,RC 160
35.0,7191233.0,44.66412005496294,54.84499921296296,131.0526123046875,0.45,12993.26318371296,0.6013448641974473,0.16275357855900516,0.0177491666666642,18.640471928849365,0.35265923933484133,0.010990833333331807,RC 160
72.0,7189714.0,46.61016207639795,53.50192694444444,131.02413940429688,0.45,13177.121047139168,0.5903380717591772,0.28403658962669665,0.026027638888885273,23.61177793218455,0.3401932312478496,0.016296527777775512,RC 160
154.0,7181170.0,46.81428468626205,53.86239629629629,130.53366088867188,0.45,15587.667625784874,0.6090021651233722,0.2196220193142056,0.007893194444443348,34.69138104502502,0.3078586903179981,0.029348055555551478,RC 160
199.0,7178779.0,47.417037731973295,52.73346648148148,131.02383422851562,0.45,16734.64236176014,0.578018608024611,0.2001668088107361,0.013239583333331494,37.01004544191217,0.2993066186390391,0.03191749999999557,RC 160
385.0,7158413.5,39.38812314058181,32.71742583333333,130.17247009277344,0.45,21073.925206184387,0.6139628395060875,0.28114833333329425,0.011976249999998335,10.74236992773763,0.4501212582108305,0.0036013888888883887,RC 160
2.0,7193981.0,59.23916321498781,72.7400849537037,131.18612670898438,0.45,11713.053822636604,0.5718798503085625,0.30640700195308246,0.043210277777771776,33.492814758198996,0.30205638449746586,0.026375277777774115,RC 160
164.0,7183490.5,50.85530671289782,53.36936634259259,131.021484375,0.45,15123.847213983536,0.5735873595678216,0.18217870442705802,0.03914124999999456,21.898208310172322,0.34792066951133227,0.015180416666664557,RC 160
230.0,7178513.0,42.881181534700254,43.50603601851852,130.8906707763672,0.45,16696.358090162277,0.584927083333252,0.19004533528643194,0.009084444444443182,15.052438299055034,0.39379211493064514,0.00506208333333263,RC 160
389.0,7169422.5,43.95720249329985,40.76121874999999,130.32330322265625,0.45,19381.868088006973,0.6083877808641129,0.2591177707247904,0.006193749999999139,18.472854919399662,0.3905363542762981,0.011370416666665087,RC 160
56.0,7189481.0,59.24671722983592,75.27951726851852,131.24465942382812,0.45,13629.052067279816,0.6117270979937423,0.18696219129771707,0.05269055555554823,37.419731517509724,0.29519321638843415,0.034665138888884076,RC 160
116.0,7184759.0,46.63822663959905,47.53462472222222,130.44224548339844,0.45,15023.046137690544,0.5915933040122634,0.26810833496090025,0.019721111111108372,11.809496525847697,0.41135198486376007,0.003816944444443914,RC 160
268.0,7174778.0,45.84432676641932,44.658676620370365,130.38250732421875,0.45,17680.043504595757,0.5979469012344848,0.2182632524956294,0.014379166666664668,14.494749861033908,0.3974424584912226,0.004547916666666035,RC 160
416.0,7166076.5,44.059763984771934,37.35500212962963,130.2644500732422,0.45,19844.524065494537,0.5351842808641232,0.19556326931420895,0.010461527777776324,14.639704141189553,0.40985015139841624,0.008305972222221068,RC 160
251.0,7178781.5,48.49113755727355,53.710704120370366,131.0186004638672,0.45,16736.0321893692,0.5860496304011532,0.202765958658826,0.027037083333329576,25.648340605892166,0.3318739775897607,0.020666527777774907,RC 160
547.0,7161544.5,40.823728540157475,38.41103578703704,130.2891387939453,0.45,21275.003416657448,0.5105365624999291,0.15060183810761796,0.00944722222222091,19.62194733185103,0.38461731948480776,0.014408333333331332,RC 160
185.0,7183469.0,44.463291675582056,51.33392462962963,130.99374389648438,0.45,15257.687833070755,0.5959329976851023,0.19326643337670926,0.019907916666663902,22.27172526403557,0.3398046920977669,0.013439722222220354,RC 160
167.0,7182923.5,43.2542197710299,48.987297222222224,130.96856689453125,0.45,15687.577223539352,0.5567869158949844,0.1558005897352214,0.014613333333331303,21.72217356864925,0.34732507893835857,0.01372166666666476,RC 160
657.0,7148368.0,42.40098327224686,33.68605185185185,126.16785430908203,0.45,24725.179493546486,0.5630226319443663,0.23206078342010664,0.014620138888886858,15.454357281823231,0.4205784964452274,0.009331111111109815,RC 160
375.0,7165978.0,44.44608919739989,39.10235074074074,129.7906036376953,0.45,19997.89961373806,0.6072734652776934,0.27897769097218345,0.021851111111108077,16.495528349082832,0.40668369038615054,0.009423055555554246,RC 160
178.0,7182001.5,50.03472593766476,48.90342708333333,130.95159912109375,0.45,15976.253409981728,0.5616498163579466,0.1860352842881686,0.03656916666666159,22.307069483046135,0.3426241121910008,0.01148555555555396,RC 160
183.0,7178956.5,45.21396287416643,43.28083763888889,130.36595153808594,0.45,16756.350950360298,0.5917949212962141,0.2552662754990965,0.016366666666664392,15.416822679266255,0.3918968562359081,0.005273749999999268,RC 160
101.0,7187785.5,54.41081398250405,63.55635129629629,131.1241912841797,0.45,14148.25516653061,0.5912762623455969,0.17239979763452465,0.05038722222221522,25.925255419677608,0.3293189004044762,0.019636805555552826,RC 160
73.0,7187119.5,60.82280797476526,74.37891902777777,131.23707580566406,0.45,14448.671466708183,0.5974915231480652,0.16959420681421256,0.04060263888888325,51.280718454697045,0.2679472851270791,0.05206305555554832,RC 160
197.0,7181651.0,46.835629490866935,49.77115800925926,130.97569274902344,0.45,15937.300094008446,0.5439447978394306,0.19199108072914,0.024205138888885525,23.686591022790438,0.32564013700630906,0.01439013888888689,RC 160
573.0,7158055.5,40.3612764142521,36.087369490740734,130.74159240722656,0.45,21768.248141407967,0.5274330771604205,0.20220269097219412,0.01219069444444275,20.411989021678714,0.37761179372500964,0.012799861111109333,RC 160
288.0,7172693.5,45.95030730789211,44.135119861111114,130.37554931640625,0.45,18492.716725707054,0.5076285763888184,0.16914008355032373,0.017890138888886402,18.708043913285163,0.37009640266204946,0.00782666666666558,RC 160
34.0,7191880.5,56.049247846945676,67.58090874999999,131.1786346435547,0.45,12674.40323138237,0.5368040084875797,0.16710288031681705,0.044487361111104934,36.09024694274597,0.3015348552305814,0.03349361111110646,RC 160
33.0,7191069.5,55.613149144205316,66.84628148148148,130.67430114746094,0.45,12984.912898421288,0.5321264853394323,0.16022646321612358,0.04568374999999365,36.192164257921064,0.3030627249051469,0.033625972222217554,RC 160
328.0,7171639.5,42.89001989028158,40.982005370370366,130.83155822753906,0.45,19195.133029341698,0.4848012847221549,0.16171907009546366,0.009022361111109857,14.190061006114506,0.4042893220819572,0.0038656944444439073,RC 160
251.0,7173039.0,43.0315831851944,46.56273819444444,130.4420623779297,0.45,17956.210024237633,0.5071147538579542,0.12621836425779495,0.01155555555555395,20.95985505836576,0.3610138806557259,0.014143749999998035,RC 160
117.0,7183885.5,46.67274874491209,53.42806958333333,131.04173278808594,0.45,15405.219798088074,0.5613141743826381,0.20890710069441543,0.016211388888886638,28.154554196775987,0.32647047180794003,0.02518888888888539,RC 160
147.0,7184949.0,46.662067217394274,52.97590310185185,131.0196990966797,0.45,15096.290865898132,0.5017797222221525,0.15306543348522178,0.02099652777777486,29.29993871595331,0.30228899928356046,0.02189249999999696,RC 160
175.0,7181978.0,53.307086874796894,55.77872273148148,131.04144287109375,0.45,16361.657519102097,0.510172276234497,0.15951456000431813,0.04767916666666004,26.422068788215675,0.3236426966212909,0.019904861111108348,RC 160
371.0,7167760.5,44.50614704999062,43.11974768518518,130.8752899169922,0.45,20557.376878738403,0.5171309074073356,0.16734533528643508,0.010131944444443037,14.660265286270148,0.39904859161801365,0.00561499999999922,RC 160
289.0,7172861.5,44.668326128409966,43.148228425925915,130.87538146972656,0.45,19172.76549589634,0.5260992137344948,0.17373553005639947,0.010219444444443025,15.283721650917176,0.395875833806102,0.006232083333332468,RC 160
553.0,7161116.0,43.88994299420701,40.54137472222222,130.82196044921875,0.45,21842.46640074253,0.5593550925925148,0.20716308430986705,0.008907499999998762,19.807698443579767,0.38225527624755495,0.015850277777775576,RC 160
458.0,7163396.0,43.25888443429341,39.53989944444444,130.29556274414062,0.45,20805.266265630722,0.5504169930554791,0.19925126085066677,0.007328194444443426,14.542371317398555,0.406611858383753,0.008327499999998843,RC 160
125.0,7186170.5,50.2661138761734,53.66953402777778,131.01626586914062,0.45,14960.141591191292,0.5422203981480729,0.19080149902341098,0.04067583333332768,25.06175097276265,0.32829512306152964,0.015155972222220118,RC 160
517.0,7162142.5,44.321536959159936,42.634202268518514,130.35923767089844,0.45,21785.169934749603,0.5405441929011595,0.19564248860674366,0.00581763888888808,21.30828543635353,0.3648888208552569,0.016182222222219975,RC 160
222.0,7178232.5,42.7712288156399,42.359589953703704,130.85519409179688,0.45,17201.10029375553,0.4912509158949935,0.15823712185327662,0.021540138888885896,16.98026056142301,0.36608984274345113,0.007606388888887832,RC 160
378.0,7165693.5,44.267460770352095,38.33889249999999,130.2739715576172,0.45,20053.445857286453,0.5452232206789366,0.1939677870008411,0.0220118055555525,16.995258615897722,0.4023666352662996,0.01067972222222074,RC 160
269.0,7173123.0,39.884953365214635,33.19755074074074,124.67703247070312,0.45,18252.91059422493,0.5795095725307837,0.22604844075517694,0.012263611111109407,9.219090327959977,0.4501739516624478,0.002844999999999605,RC 160
114.0,7181608.0,46.88980299428578,45.01319560185184,125.90693664550781,0.45,15692.020874500275,0.5658540169752301,0.2457933062065631,0.029422083333329244,17.138885630906056,0.39135027801060457,0.008269166666665518,RC 160
488.0,7157101.0,38.7451596214164,33.35037935185185,130.18898010253906,0.45,22088.69179558754,0.5751288009258461,0.2304282085503152,0.009617083333331998,11.146769316286825,0.4435902697634471,0.004583472222221586,RC 160
413.0,7166227.5,45.21372621299752,42.68120722222222,130.3616485595703,0.45,20264.66619992256,0.5637403194443661,0.19763352539059753,0.010317499999998567,19.59210908838243,0.3842593991027748,0.014678611111109073,RC 160
103.0,7186089.0,49.104296652758826,54.11998060185184,131.02781677246094,0.45,14781.614680290222,0.5526430246912812,0.15488136827254792,0.03235055555555106,16.73858171206226,0.368805654379462,0.008228888888887747,RC 160
202.0,7181197.5,50.4055541432223,54.23528675925925,131.0170135498047,0.45,16415.272745013237,0.546778726080171,0.17653159450952408,0.044507499999993816,21.130417315175098,0.3532880593467077,0.012723333333331565,RC 160
137.0,7185533.5,50.32479161393914,55.90498407407407,131.04908752441406,0.45,15077.102046608925,0.5592658325616506,0.15013335449216664,0.040081527777772206,20.502067676486938,0.3536696255417824,0.01467763888888685,RC 160
175.0,7179297.5,45.16907044295271,44.05959199074073,130.3750457763672,0.45,16466.409823417664,0.6116711612653472,0.2694389002820806,0.011592638888887279,13.989508198999442,0.4019676718609669,0.0041702777777771986,RC 160
142.0,7180914.0,47.49901271954709,51.83654050925926,131.01242065429688,0.45,15826.589416146278,0.5675102129628841,0.2333916899956273,0.018234305555553023,29.105589911061692,0.3165034075233285,0.024270833333329963,RC 160
312.0,7170291.0,38.5792911022409,38.12938643518518,127.27915954589844,0.45,19036.973647117615,0.5017248047838809,0.15070639811195824,0.005146805555554841,16.15111200667037,0.38174387161381196,0.0052956944444437085,RC 160
392.0,7166387.0,44.74198765277228,42.88529416666666,130.35536193847656,0.45,19570.53713464737,0.5795887716048578,0.2252776980251423,0.0061554166666658115,17.70932587548638,0.38955279386516733,0.012664861111109352,RC 160
474.0,7160227.0,41.09298097266408,35.71265527777777,130.2156982421875,0.45,21595.50594341755,0.5793205354937467,0.25879046874996403,0.0022681944444441294,14.892933435241801,0.4190154868394167,0.00773444444444337,RC 160
38.0,7190915.0,47.99447683705071,53.46187087962963,130.5218505859375,0.45,12953.876320958138,0.5766826442900433,0.28700033148867543,0.016483055555553267,19.064019455252915,0.36432510407858987,0.009921666666665288,RC 160
114.0,7186694.5,54.743802939341926,67.4510349537037,131.16387939453125,0.45,14789.631923794746,0.520184459104866,0.1309148361544957,0.0537329166666592,21.75014813785436,0.34001223475947895,0.018270277777775238,RC 160
187.0,7183256.5,46.52388244364119,54.0837049074074,131.03533935546875,0.45,15778.145765662193,0.5525943611110343,0.18092383517792626,0.0171040277777754,26.859236103390778,0.3103677984516218,0.018779305555552947,RC 160
132.0,7185627.5,44.738074921358475,51.59230986111111,131.00534057617188,0.45,14727.666414380074,0.5808455362653514,0.2773260335286073,0.017478888888886462,24.357076431350748,0.32346291242026803,0.014600416666664638,RC 160
214.0,7180107.5,43.49871737725485,46.53171527777778,130.93182373046875,0.45,16741.3215136528,0.527442922839433,0.16372417805987308,0.016490277777775487,23.97330628126737,0.32596373433799414,0.012225555555553857,RC 160
172.0,7182225.5,39.889135310706266,42.38550796296296,130.3661651611328,0.45,16014.41993033886,0.4848482569443771,0.15078607638886793,0.00970152777777643,15.835220817120627,0.37709915167614794,0.005905972222221402,RC 160
231.0,7178329.5,41.92046573359563,44.111969027777775,130.38368225097656,0.45,17145.585574746132,0.5766307253085619,0.2154849934895534,0.01657958333333103,23.03820080600333,0.33911464419521153,0.013072499999998185,RC 160
198.0,7183227.5,46.09233687791369,52.02806222222222,131.00262451171875,0.45,15729.993525743484,0.5020348780863501,0.15536499511716592,0.02098083333333042,29.46684616453585,0.30690492540344416,0.02531944444444093,RC 160
20.0,7192806.5,53.7739616312817,71.84105800925924,131.19813537597656,0.45,12212.70771253109,0.5844016743826349,0.21522114529076872,0.025674444444440878,41.37105419677599,0.27502220405682803,0.0387127777777724,RC 160
130.0,7185617.0,46.35501556776649,53.102625787037034,131.0135040283203,0.45,14940.977157950401,0.5043164429011645,0.141209436306404,0.02450458333332993,26.076457754307945,0.30791137403486796,0.01715791666666428,RC 160
489.0,7158982.5,41.07963493643314,36.0948913425926,127.23626708984375,0.45,22018.44915473461,0.482174537808575,0.17913957519528761,0.005597638888888111,17.24276417454141,0.39959413950283423,0.010916111111109595,RC 160
169.0,7179386.5,41.23956801609544,43.982911527777766,130.9166717529297,0.45,16077.238251209259,0.5028225586419055,0.1114971554904359,0.01251152777777604,20.16691453585326,0.34618280021036096,0.009684999999998655,RC 160
212.0,7178916.0,42.91568298995978,45.95234662037037,130.9434051513672,0.45,16547.529661655426,0.5116208942900524,0.1243158951822744,0.012571388888887142,26.07220483602001,0.3249792281193693,0.018576527777775197,RC 160
245.0,7176448.5,39.81791987219788,39.12931916666667,130.8270721435547,0.45,16523.193655848503,0.4741429189814156,0.11341938964842174,0.01043874999999855,20.044641606448025,0.3620344887988491,0.010020416666665274,RC 160
24.0,7192316.5,44.52127606207413,45.06737560185184,130.88473510742188,0.45,12284.364566087723,0.30185078549378525,0.07066950032551102,0.03302361111110652,6.341956503613118,0.4456619470425283,0.0007163888888887894,RC 160
307.0,7170100.0,38.802623361651634,27.504595324074074,130.02264404296875,0.45,18370.640604257584,0.3621748325616781,0.13828738769529328,0.007496944444443403,12.618645497498612,0.4478082997088229,0.0038947222222216814,RC 160
232.0,7174022.5,37.35106958541107,26.792672777777778,128.50686645507812,0.45,17025.20793581009,0.3683316959876031,0.12374766655814252,0.004184583333332752,7.17038618677043,0.5012303541396447,0.0014033333333331383,RC 160
342.0,7168882.0,41.61618438777779,31.204159120370367,130.12547302246094,0.45,19331.341175556183,0.2790567484567514,0.10402133789061055,0.01592597222222001,10.278534741523066,0.45193098853624125,0.0037505555555550347,RC 160
177.0,7179234.0,43.185775899059124,46.348449490740734,130.94009399414062,0.45,16125.46661233902,0.5441600486110355,0.14752959092879894,0.015015138888886803,26.288270705947753,0.3385335992165666,0.01727402777777538,RC 160
131.0,7182843.5,45.852550229593604,51.07483759259259,131.0135955810547,0.45,15123.386317133904,0.5713959513888095,0.1478241265190767,0.015704999999997818,26.287201778765983,0.32790537566959127,0.019448888888886188,RC 160
226.0,7179123.5,45.73847039906658,41.089757129629625,130.8365020751953,0.45,16647.80679476261,0.4425183996912965,0.13910099826386957,0.01577236111110892,14.321762506948305,0.39721989156861753,0.0033661111111106434,RC 160
186.0,7181946.0,46.413797079281906,44.62124194444444,130.4052276611328,0.45,16186.544820666313,0.4689262430554904,0.13363471571178698,0.02484111111110766,17.53703015564202,0.3732288463084735,0.006752222222221284,RC 160
265.0,7173972.5,43.94567137959054,40.58100453703704,130.8391876220703,0.45,18658.37357902527,0.4659467183641328,0.13717758517793233,0.013891111111109182,13.23557768204558,0.4042134644978375,0.004547638888888257,RC 160
45.0,7190058.5,38.38385499802002,45.76935875,130.90582275390625,0.45,13131.88346016407,0.5244049691357296,0.11537481933592147,0.016780138888886558,8.713836714841579,0.42509326360325017,0.00322527777777733,RC 160
74.0,7189164.5,47.434632874899165,60.28934379629629,131.10739135742188,0.45,13494.064260482788,0.6239065624999133,0.18523304144962704,0.012710277777776013,37.49077834908283,0.27452120299445437,0.029679861111106987,RC 160
155.0,7183973.5,52.48200717092819,55.8587098611111,131.04966735839844,0.45,15231.729464411736,0.49453435108017824,0.15218135253904136,0.04559527777777144,26.12336812117843,0.33168529557470666,0.018081388888886378,RC 160
101.0,7187696.5,47.97080136326467,50.902689166666654,130.99493408203125,0.45,14161.049101829529,0.5050930547838804,0.14316864637584817,0.03809944444443915,18.11698540856031,0.3479202582208818,0.007874861111110017,RC 160
135.0,7185179.5,51.829189700442356,55.165607222222214,131.04116821289062,0.45,15199.562943339348,0.5144849992283236,0.18197556206594695,0.04270555555554962,27.948901473040582,0.31802682358018286,0.018307361111108568,RC 160
68.0,7189659.0,50.750062399167355,63.00797124999999,131.14016723632812,0.45,13242.861163139343,0.6268715131171968,0.17948537434893339,0.021586249999997,39.48723137854363,0.26765561231475077,0.03362833333332866,RC 160
101.0,7185987.0,50.93335255533296,52.761469722222216,131.00857543945312,0.45,14897.580189824104,0.5403125817900484,0.15102519368487485,0.0477470833333267,21.455805864369093,0.3468433083701964,0.011803611111109471,RC 160
330.0,7170703.5,44.38457702141829,38.27621625,130.28759765625,0.45,18717.53504693508,0.5029396072530166,0.17967764105900283,0.007375138888887864,16.449427181767646,0.39408366306561754,0.008971111111109865,RC 160
6.0,7193787.5,50.85085629252569,57.53399833333333,130.5758819580078,0.45,11830.256921052933,0.20794452854935383,0.12659587673609352,0.044660277777771575,21.61539230127848,0.3448549640016581,0.014644722222220187,RC 160
12.0,7193154.0,44.05746071610852,55.79055611111111,131.05870056152344,0.45,12200.347321271896,0.3191496111110668,0.13391916449650917,0.01197819444444278,26.955987354085607,0.3127640701169577,0.022296249999996902,RC 160
201.0,7182411.5,44.988794122893296,47.806463703703706,130.9593505859375,0.45,15825.033065915108,0.5187189606480761,0.1561181195746311,0.020073194444441656,19.560316703724297,0.3495887801057151,0.013965833333331392,RC 160
139.0,7185572.5,54.42598596469083,62.6851149537037,131.12255859375,0.45,14602.921246647835,0.539321087962888,0.16217330295136637,0.05227472222221496,25.714415508615897,0.3272081121110195,0.020487499999997154,RC 160
104.0,7186942.5,48.85245919818416,51.823840462962956,130.50086975097656,0.45,14214.647080659866,0.4869632739196854,0.1264148627386977,0.032427083333328825,18.88663632573652,0.355175396934187,0.007304166666665652,RC 160
93.0,7187928.5,51.16973433004939,58.5154911574074,131.07977294921875,0.45,14134.338426351547,0.555254798611034,0.18148096137150257,0.039316388888883426,25.55289424680378,0.3273520093493407,0.019369444444441754,RC 160
178.0,7180997.5,44.71996474450435,47.963498055555554,130.95347595214844,0.45,16007.057451844215,0.5039936026233868,0.13027601236977357,0.018902222222219597,12.52934949972207,0.39778016264117855,0.00486916666666599,RC 160
